DriverNumber,LapNumber,Compound,TyreLife,FreshTyre
63,17.0,MEDIUM,14.0,True
63,18.0,MEDIUM,15.0,True
63,19.0,MEDIUM,16.0,True
63,20.0,MEDIUM,17.0,True
63,21.0,MEDIUM,18.0,True
63,22.0,HARD,1.0,True
63,23.0,HARD,2.0,True
63,24.0,HARD,3.0,True
63,25.0,HARD,4.0,True
63,26.0,HARD,5.0,True
63,27.0,HARD,6.0,True
63,28.0,HARD,7.0,True
63,29.0,HARD,8.0,True
63,30.0,HARD,9.0,True
63,31.0,HARD,10.0,True
63,32.0,HARD,11.0,True
63,33.0,HARD,12.0,True
63,34.0,HARD,13.0,True
63,35.0,HARD,14.0,True
63,36.0,HARD,15.0,True
63,37.0,HARD,16.0,True
63,38.0,HARD,17.0,True
63,39.0,HARD,18.0,True
63,40.0,HARD,19.0,True
63,41.0,HARD,20.0,True
63,42.0,HARD,21.0,True
63,43.0,HARD,22.0,True
63,44.0,HARD,23.0,True
63,45.0,HARD,24.0,True
63,46.0,HARD,25.0,True
63,47.0,HARD,26.0,True
63,48.0,HARD,27.0,True
63,49.0,HARD,28.0,True
63,50.0,HARD,29.0,True
63,51.0,HARD,30.0,True
63,52.0,HARD,31.0,True
63,53.0,HARD,32.0,True
63,54.0,HARD,33.0,True
63,55.0,HARD,34.0,True
63,56.0,HARD,35.0,True
63,57.0,HARD,36.0,True
63,58.0,HARD,37.0,True
63,59.0,HARD,38.0,True
63,60.0,HARD,39.0,True
63,61.0,HARD,40.0,True
63,62.0,HARD,41.0,True
63,63.0,HARD,42.0,True
63,64.0,HARD,43.0,True
63,65.0,HARD,44.0,True
63,66.0,HARD,45.0,True
63,67.0,HARD,46.0,True
63,68.0,HARD,47.0,True
63,69.0,HARD,48.0,True
63,70.0,HARD,49.0,True
6,1.0,INTERMEDIATE,1.0,True
6,2.0,INTERMEDIATE,2.0,True
6,3.0,INTERMEDIATE,1.0,True
6,4.0,MEDIUM,1.0,True
6,5.0,MEDIUM,2.0,True
6,6.0,MEDIUM,3.0,True
6,7.0,MEDIUM,4.0,True
6,8.0,MEDIUM,5.0,True
6,9.0,MEDIUM,6.0,True
6,10.0,MEDIUM,7.0,True
6,11.0,MEDIUM,8.0,True
6,12.0,MEDIUM,9.0,True
6,13.0,MEDIUM,10.0,True
6,14.0,MEDIUM,11.0,True
6,15.0,MEDIUM,12.0,True
6,16.0,MEDIUM,13.0,True
6,17.0,MEDIUM,14.0,True
6,18.0,MEDIUM,15.0,True
6,19.0,MEDIUM,16.0,True
6,20.0,MEDIUM,17.0,True
6,21.0,MEDIUM,18.0,True
6,22.0,MEDIUM,19.0,True
6,23.0,MEDIUM,20.0,True
6,24.0,HARD,1.0,True
6,25.0,HARD,2.0,True
6,26.0,HARD,3.0,True
6,27.0,HARD,4.0,True
6,28.0,HARD,5.0,True
6,29.0,HARD,6.0,True
6,30.0,HARD,7.0,True
6,31.0,HARD,8.0,True
6,32.0,HARD,9.0,True
6,33.0,HARD,10.0,True
6,34.0,HARD,11.0,True
6,35.0,HARD,12.0,True
6,36.0,HARD,13.0,True
6,37.0,HARD,14.0,True
6,38.0,HARD,15.0,True
6,39.0,HARD,16.0,True
6,40.0,HARD,17.0,True
6,41.0,HARD,18.0,True
6,42.0,HARD,19.0,True
6,43.0,HARD,20.0,True
6,44.0,HARD,21.0,True
6,45.0,HARD,22.0,True
6,46.0,HARD,23.0,True
6,47.0,HARD,24.0,True
6,48.0,HARD,25.0,True
6,49.0,HARD,26.0,True
6,50.0,HARD,27.0,True
6,51.0,HARD,28.0,True
6,52.0,HARD,29.0,True
6,53.0,HARD,30.0,True
6,54.0,HARD,31.0,True
6,55.0,HARD,32.0,True
6,56.0,HARD,33.0,True
6,57.0,HARD,34.0,True
6,58.0,HARD,35.0,True
6,59.0,HARD,36.0,True
6,60.0,HARD,37.0,True
6,61.0,HARD,38.0,True
6,62.0,HARD,39.0,True
6,63.0,HARD,40.0,True
6,64.0,HARD,41.0,True
6,65.0,HARD,42.0,True
6,66.0,HARD,43.0,True
6,67.0,HARD,44.0,True
6,68.0,HARD,45.0,True
6,69.0,HARD,46.0,True
6,70.0,HARD,47.0,True
9,1.0,INTERMEDIATE,1.0,True
9,2.0,INTERMEDIATE,1.0,True
9,3.0,INTERMEDIATE,1.0,True
47,1.0,INTERMEDIATE,1.0,True
47,2.0,INTERMEDIATE,2.0,True
47,3.0,INTERMEDIATE,1.0,True
47,4.0,MEDIUM,1.0,True
47,5.0,MEDIUM,2.0,True
47,6.0,MEDIUM,3.0,True
47,7.0,MEDIUM,4.0,True
47,8.0,MEDIUM,5.0,True
47,9.0,MEDIUM,6.0,True
47,10.0,MEDIUM,7.0,True
47,11.0,MEDIUM,8.0,True
47,12.0,MEDIUM,9.0,True
47,13.0,MEDIUM,10.0,True
47,14.0,MEDIUM,11.0,True
47,15.0,MEDIUM,12.0,True
47,16.0,MEDIUM,13.0,True
47,17.0,MEDIUM,14.0,True
47,18.0,MEDIUM,15.0,True
47,19.0,MEDIUM,16.0,True
47,20.0,MEDIUM,17.0,True
47,21.0,MEDIUM,18.0,True
47,22.0,MEDIUM,19.0,True
47,23.0,MEDIUM,20.0,True
47,24.0,MEDIUM,21.0,True
47,25.0,MEDIUM,22.0,True
47,26.0,MEDIUM,23.0,True
47,27.0,MEDIUM,24.0,True
47,28.0,MEDIUM,25.0,True
47,29.0,MEDIUM,26.0,True
47,30.0,MEDIUM,27.0,True
47,31.0,MEDIUM,28.0,True
47,32.0,MEDIUM,29.0,True
47,33.0,MEDIUM,30.0,True
47,34.0,MEDIUM,31.0,True
47,35.0,HARD,1.0,True
47,36.0,HARD,2.0,True
47,37.0,HARD,3.0,True
47,38.0,HARD,4.0,True
47,39.0,HARD,5.0,True
47,40.0,HARD,6.0,True
47,41.0,HARD,7.0,True
47,42.0,HARD,8.0,True
47,43.0,HARD,9.0,True
47,44.0,HARD,10.0,True
47,45.0,HARD,11.0,True
47,46.0,HARD,12.0,True
47,47.0,HARD,13.0,True
47,48.0,HARD,14.0,True
47,49.0,HARD,15.0,True
47,50.0,HARD,16.0,True
47,51.0,HARD,17.0,True
47,52.0,HARD,18.0,True
47,53.0,HARD,19.0,True
47,54.0,HARD,20.0,True
47,55.0,HARD,21.0,True
47,56.0,HARD,22.0,True
47,57.0,HARD,23.0,True
47,58.0,HARD,24.0,True
47,59.0,HARD,25.0,True
47,60.0,HARD,26.0,True
47,61.0,HARD,27.0,True
47,62.0,HARD,28.0,True
47,63.0,HARD,29.0,True
47,64.0,HARD,30.0,True
47,65.0,HARD,31.0,True
47,66.0,HARD,32.0,True
47,67.0,HARD,33.0,True
47,68.0,HARD,34.0,True
47,69.0,HARD,35.0,True
