Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Circuit,Year
0 days 00:07:57.159000,HAM,44,0 days 00:01:34.233000,1.0,,,,,0 days 00:00:23.820000,0 days 00:00:35.564000,,0 days 00:08:07.280000,0 days 00:08:42.516000,272.0,289.0,279.0,237.0,False,nan,,True,Mercedes,0 days 00:07:07.988000,,1,1.0,False,,False,False,24.2,36.3,997.0,False,38.9,307,4.1,Australian Grand Prix,2018
0 days 00:08:58.221000,HAM,44,0 days 00:01:30.265000,2.0,,,,0 days 00:00:30.261000,0 days 00:00:24.081000,0 days 00:00:35.923000,0 days 00:09:12.675000,0 days 00:09:36.756000,0 days 00:10:12.679000,258.0,284.0,281.0,271.0,True,nan,,True,Mercedes,0 days 00:08:42.414000,,1,1.0,False,,False,True,24.2,36.3,996.9,False,38.2,296,3.8,Australian Grand Prix,2018
0 days 00:10:57.202000,HAM,44,0 days 00:01:29.809000,3.0,1.0,,,0 days 00:00:30.055000,0 days 00:00:24.031000,0 days 00:00:35.723000,0 days 00:10:42.734000,0 days 00:11:06.765000,0 days 00:11:42.488000,256.0,284.0,282.0,275.0,True,ULTRASOFT,4.0,False,Mercedes,0 days 00:10:12.679000,,1,1.0,False,,False,True,23.9,36.5,997.1,False,36.7,289,4.3,Australian Grand Prix,2018
0 days 00:11:57.661000,HAM,44,0 days 00:01:29.473000,4.0,1.0,,,0 days 00:00:29.886000,0 days 00:00:23.950000,0 days 00:00:35.637000,0 days 00:12:12.374000,0 days 00:12:36.324000,0 days 00:13:11.961000,259.0,284.0,279.0,267.0,True,ULTRASOFT,5.0,False,Mercedes,0 days 00:11:42.488000,,1,1.0,False,,False,True,23.9,36.3,997.1,False,36.8,255,2.9,Australian Grand Prix,2018
0 days 00:13:57.637000,HAM,44,0 days 00:01:29.161000,5.0,1.0,,,0 days 00:00:29.719000,0 days 00:00:23.909000,0 days 00:00:35.533000,0 days 00:13:41.680000,0 days 00:14:05.589000,0 days 00:14:41.122000,266.0,288.0,280.0,273.0,True,ULTRASOFT,6.0,False,Mercedes,0 days 00:13:11.961000,,1,1.0,False,,False,True,23.5,36.3,997.2,False,36.4,267,2.5,Australian Grand Prix,2018
0 days 00:14:57.832000,HAM,44,0 days 00:01:30.113000,6.0,1.0,,,0 days 00:00:29.972000,0 days 00:00:23.986000,0 days 00:00:36.155000,0 days 00:15:11.094000,0 days 00:15:35.080000,0 days 00:16:11.235000,258.0,287.0,281.0,268.0,False,ULTRASOFT,7.0,False,Mercedes,0 days 00:14:41.122000,,2,1.0,False,,False,True,23.4,36.5,997.2,False,36.3,283,2.1,Australian Grand Prix,2018
0 days 00:16:57.351000,HAM,44,0 days 00:01:30.020000,7.0,1.0,,,0 days 00:00:29.909000,0 days 00:00:24.020000,0 days 00:00:36.091000,0 days 00:16:41.144000,0 days 00:17:05.164000,0 days 00:17:41.255000,262.0,283.0,281.0,271.0,False,ULTRASOFT,8.0,False,Mercedes,0 days 00:16:11.235000,,2,1.0,False,,False,True,23.5,36.7,997.1,False,36.4,301,3.4,Australian Grand Prix,2018
0 days 00:17:57.370000,HAM,44,0 days 00:01:29.092000,8.0,1.0,,,0 days 00:00:29.809000,0 days 00:00:23.825000,0 days 00:00:35.458000,0 days 00:18:11.064000,0 days 00:18:34.889000,0 days 00:19:10.347000,269.0,286.0,280.0,275.0,True,ULTRASOFT,9.0,False,Mercedes,0 days 00:17:41.255000,,1,1.0,False,,False,True,23.8,35.6,997.0,False,37.5,297,2.9,Australian Grand Prix,2018
0 days 00:19:57.349000,HAM,44,0 days 00:01:29.070000,9.0,1.0,,,0 days 00:00:29.668000,0 days 00:00:23.893000,0 days 00:00:35.509000,0 days 00:19:40.015000,0 days 00:20:03.908000,0 days 00:20:39.417000,,287.0,281.0,280.0,True,ULTRASOFT,10.0,False,Mercedes,0 days 00:19:10.347000,,1,1.0,False,,False,True,23.9,35.9,997.0,False,38.0,294,2.0,Australian Grand Prix,2018
0 days 00:20:57.606000,HAM,44,0 days 00:01:28.884000,10.0,1.0,,,0 days 00:00:29.720000,0 days 00:00:23.809000,0 days 00:00:35.355000,0 days 00:21:09.137000,0 days 00:21:32.946000,0 days 00:22:08.301000,268.0,287.0,281.0,270.0,True,ULTRASOFT,11.0,False,Mercedes,0 days 00:20:39.417000,,2,1.0,False,,False,True,24.1,35.1,997.1,False,38.0,283,4.0,Australian Grand Prix,2018
0 days 00:22:57.588000,HAM,44,0 days 00:01:28.861000,11.0,1.0,,,0 days 00:00:29.640000,0 days 00:00:23.778000,0 days 00:00:35.443000,0 days 00:22:37.941000,0 days 00:23:01.719000,0 days 00:23:37.162000,,287.0,281.0,281.0,True,ULTRASOFT,12.0,False,Mercedes,0 days 00:22:08.301000,,1,1.0,False,,False,True,23.9,35.3,997.0,False,37.9,297,2.4,Australian Grand Prix,2018
0 days 00:23:57.524000,HAM,44,0 days 00:01:28.329000,12.0,1.0,,,0 days 00:00:29.521000,0 days 00:00:23.695000,0 days 00:00:35.113000,0 days 00:24:06.683000,0 days 00:24:30.378000,0 days 00:25:05.491000,269.0,289.0,283.0,292.0,True,ULTRASOFT,13.0,False,Mercedes,0 days 00:23:37.162000,,1,1.0,False,,False,True,24.0,35.0,997.0,False,37.1,267,0.9,Australian Grand Prix,2018
0 days 00:25:57.411000,HAM,44,0 days 00:01:28.535000,13.0,1.0,,,0 days 00:00:29.540000,0 days 00:00:23.693000,0 days 00:00:35.302000,0 days 00:25:35.031000,0 days 00:25:58.724000,0 days 00:26:34.026000,268.0,290.0,283.0,269.0,False,ULTRASOFT,14.0,False,Mercedes,0 days 00:25:05.491000,,1,1.0,False,,False,True,23.9,35.6,997.0,False,36.3,283,1.5,Australian Grand Prix,2018
0 days 00:26:57.439000,HAM,44,0 days 00:01:28.098000,14.0,1.0,,,0 days 00:00:29.393000,0 days 00:00:23.611000,0 days 00:00:35.094000,0 days 00:27:03.419000,0 days 00:27:27.030000,0 days 00:28:02.124000,269.0,289.0,283.0,278.0,True,ULTRASOFT,15.0,False,Mercedes,0 days 00:26:34.026000,,1,1.0,False,,False,True,23.9,35.6,997.0,False,36.2,354,1.2,Australian Grand Prix,2018
0 days 00:28:57.450000,HAM,44,0 days 00:01:28.248000,15.0,1.0,,,0 days 00:00:29.399000,0 days 00:00:23.695000,0 days 00:00:35.154000,0 days 00:28:31.523000,0 days 00:28:55.218000,0 days 00:29:30.372000,268.0,290.0,282.0,280.0,False,ULTRASOFT,16.0,False,Mercedes,0 days 00:28:02.124000,,1,1.0,False,,False,True,23.7,35.6,997.1,False,37.2,270,2.0,Australian Grand Prix,2018
0 days 00:29:57.489000,HAM,44,0 days 00:01:28.137000,16.0,1.0,,,0 days 00:00:29.455000,0 days 00:00:23.609000,0 days 00:00:35.073000,0 days 00:29:59.827000,0 days 00:30:23.436000,0 days 00:30:58.509000,271.0,291.0,283.0,274.0,False,ULTRASOFT,17.0,False,Mercedes,0 days 00:29:30.372000,,1,1.0,False,,False,True,23.9,35.2,997.0,False,37.7,211,2.3,Australian Grand Prix,2018
0 days 00:31:57.489000,HAM,44,0 days 00:01:27.753000,17.0,1.0,,,0 days 00:00:29.357000,0 days 00:00:23.529000,0 days 00:00:34.867000,0 days 00:31:27.866000,0 days 00:31:51.395000,0 days 00:32:26.262000,273.0,290.0,285.0,292.0,True,ULTRASOFT,18.0,False,Mercedes,0 days 00:30:58.509000,,1,1.0,False,,False,True,24.3,34.4,997.0,False,38.4,294,2.4,Australian Grand Prix,2018
0 days 00:32:57.572000,HAM,44,0 days 00:01:27.852000,18.0,1.0,,,0 days 00:00:29.393000,0 days 00:00:23.616000,0 days 00:00:34.843000,0 days 00:32:55.655000,0 days 00:33:19.271000,0 days 00:33:54.114000,275.0,290.0,285.0,281.0,False,ULTRASOFT,19.0,False,Mercedes,0 days 00:32:26.262000,,1,1.0,False,,False,True,24.4,33.8,997.0,False,38.4,275,3.4,Australian Grand Prix,2018
0 days 00:33:57.516000,HAM,44,0 days 00:01:45.050000,19.0,1.0,,0 days 00:35:20.123000,0 days 00:00:29.209000,0 days 00:00:23.554000,0 days 00:00:52.287000,0 days 00:34:23.323000,0 days 00:34:46.877000,0 days 00:35:39.164000,,290.0,,296.0,False,ULTRASOFT,20.0,False,Mercedes,0 days 00:33:54.114000,,1,2.0,False,,False,False,24.2,34.0,996.9,False,38.6,289,3.5,Australian Grand Prix,2018
0 days 00:35:57.925000,HAM,44,0 days 00:01:32.966000,20.0,2.0,0 days 00:35:42.209000,,0 days 00:00:35.101000,0 days 00:00:23.251000,0 days 00:00:34.614000,0 days 00:36:14.265000,0 days 00:36:37.516000,0 days 00:37:12.130000,277.0,292.0,283.0,228.0,False,SOFT,1.0,True,Mercedes,0 days 00:35:39.164000,,1,2.0,False,,False,False,24.0,35.0,996.8,False,38.6,291,2.9,Australian Grand Prix,2018
0 days 00:37:57.570000,HAM,44,0 days 00:01:27.954000,21.0,2.0,,,0 days 00:00:29.285000,0 days 00:00:23.467000,0 days 00:00:35.202000,0 days 00:37:41.415000,0 days 00:38:04.882000,0 days 00:38:40.084000,262.0,288.0,283.0,276.0,False,SOFT,2.0,True,Mercedes,0 days 00:37:12.130000,,1,2.0,False,,False,True,24.1,34.5,996.8,False,38.3,292,3.2,Australian Grand Prix,2018
0 days 00:38:58.795000,HAM,44,0 days 00:01:28.821000,22.0,2.0,,,0 days 00:00:29.622000,0 days 00:00:23.704000,0 days 00:00:35.495000,0 days 00:39:09.706000,0 days 00:39:33.410000,0 days 00:40:08.905000,263.0,285.0,282.0,267.0,False,SOFT,3.0,True,Mercedes,0 days 00:38:40.084000,,1,2.0,False,,False,True,24.1,34.5,996.8,False,38.3,292,3.2,Australian Grand Prix,2018
0 days 00:40:58.303000,HAM,44,0 days 00:01:28.228000,23.0,2.0,,,0 days 00:00:29.533000,0 days 00:00:23.656000,0 days 00:00:35.039000,0 days 00:40:38.438000,0 days 00:41:02.094000,0 days 00:41:37.133000,266.0,290.0,283.0,273.0,False,SOFT,4.0,True,Mercedes,0 days 00:40:08.905000,,1,2.0,False,,False,True,24.2,34.4,996.9,False,38.0,282,3.8,Australian Grand Prix,2018
0 days 00:41:58.081000,HAM,44,0 days 00:01:28.390000,24.0,2.0,,,0 days 00:00:29.771000,0 days 00:00:23.605000,0 days 00:00:35.014000,0 days 00:42:06.904000,0 days 00:42:30.509000,0 days 00:43:05.523000,267.0,292.0,282.0,267.0,False,SOFT,5.0,True,Mercedes,0 days 00:41:37.133000,,2,2.0,False,,False,True,23.9,34.9,996.7,False,37.8,279,2.5,Australian Grand Prix,2018
0 days 00:43:58.309000,HAM,44,0 days 00:01:28.681000,25.0,2.0,,,0 days 00:00:29.909000,0 days 00:00:23.778000,0 days 00:00:34.994000,0 days 00:43:35.432000,0 days 00:43:59.210000,0 days 00:44:34.204000,258.0,293.0,283.0,269.0,False,SOFT,6.0,True,Mercedes,0 days 00:43:05.523000,,2,2.0,False,,False,True,23.7,34.6,996.8,False,36.7,278,2.5,Australian Grand Prix,2018
0 days 00:44:57.659000,HAM,44,0 days 00:01:57.688000,26.0,2.0,,,0 days 00:00:35.658000,0 days 00:00:31.520000,0 days 00:00:50.510000,0 days 00:45:09.862000,0 days 00:45:41.382000,0 days 00:46:31.892000,122.0,121.0,181.0,256.0,False,SOFT,7.0,True,Mercedes,0 days 00:44:34.204000,,26,2.0,False,,False,False,23.7,33.4,996.9,False,36.6,290,3.7,Australian Grand Prix,2018
0 days 00:46:57.915000,HAM,44,0 days 00:02:07.130000,27.0,2.0,,,0 days 00:00:42.534000,0 days 00:00:34.116000,0 days 00:00:50.480000,0 days 00:47:14.426000,0 days 00:47:48.542000,0 days 00:48:39.022000,142.0,166.0,196.0,252.0,False,SOFT,8.0,True,Mercedes,0 days 00:46:31.892000,,6,2.0,False,,False,False,24.1,30.9,996.8,False,37.8,298,2.9,Australian Grand Prix,2018
0 days 00:48:57.915000,HAM,44,0 days 00:02:02.992000,28.0,2.0,,,0 days 00:00:43.307000,0 days 00:00:29.951000,0 days 00:00:49.734000,0 days 00:49:22.329000,0 days 00:49:52.280000,0 days 00:50:42.014000,140.0,264.0,129.0,222.0,False,SOFT,9.0,True,Mercedes,0 days 00:48:39.022000,,64,2.0,False,,False,False,24.5,28.1,996.8,False,38.4,320,3.7,Australian Grand Prix,2018
0 days 00:50:57.738000,HAM,44,0 days 00:02:13.148000,29.0,2.0,,,0 days 00:00:41.980000,0 days 00:00:34.473000,0 days 00:00:56.695000,0 days 00:51:23.994000,0 days 00:51:58.467000,0 days 00:52:55.162000,128.0,235.0,238.0,228.0,False,SOFT,10.0,True,Mercedes,0 days 00:50:42.014000,,4,2.0,False,,False,False,24.7,27.0,996.9,False,38.5,300,4.3,Australian Grand Prix,2018
0 days 00:52:58.114000,HAM,44,0 days 00:02:16.728000,30.0,2.0,,,0 days 00:00:45.709000,0 days 00:00:35.712000,0 days 00:00:55.307000,0 days 00:53:40.871000,0 days 00:54:16.583000,0 days 00:55:11.890000,147.0,201.0,241.0,97.0,False,SOFT,11.0,True,Mercedes,0 days 00:52:55.162000,,4,2.0,False,,False,False,24.8,25.9,996.8,False,38.3,286,4.9,Australian Grand Prix,2018
0 days 00:55:57.800000,HAM,44,0 days 00:02:17.887000,31.0,2.0,,,0 days 00:00:46.793000,0 days 00:00:35.885000,0 days 00:00:55.209000,0 days 00:55:58.683000,0 days 00:56:34.568000,0 days 00:57:29.777000,135.0,216.0,286.0,120.0,False,SOFT,12.0,True,Mercedes,0 days 00:55:11.890000,,4,2.0,False,,False,False,24.2,26.0,996.8,False,37.6,312,5.3,Australian Grand Prix,2018
0 days 00:57:57.898000,HAM,44,0 days 00:01:27.901000,32.0,2.0,,,0 days 00:00:29.593000,0 days 00:00:23.330000,0 days 00:00:34.978000,0 days 00:57:59.370000,0 days 00:58:22.700000,0 days 00:58:57.678000,281.0,301.0,288.0,291.0,False,SOFT,13.0,True,Mercedes,0 days 00:57:29.777000,,1,2.0,False,,False,False,24.2,26.4,996.9,False,37.3,300,4.9,Australian Grand Prix,2018
0 days 00:58:58.675000,HAM,44,0 days 00:01:27.976000,33.0,2.0,,,0 days 00:00:29.561000,0 days 00:00:23.670000,0 days 00:00:34.745000,0 days 00:59:27.239000,0 days 00:59:50.909000,0 days 01:00:25.654000,278.0,297.0,287.0,302.0,False,SOFT,14.0,True,Mercedes,0 days 00:58:57.678000,,1,2.0,False,,False,True,24.3,26.8,996.9,False,37.3,297,2.9,Australian Grand Prix,2018
0 days 01:00:58.138000,HAM,44,0 days 00:01:27.582000,34.0,2.0,,,0 days 00:00:29.616000,0 days 00:00:23.397000,0 days 00:00:34.569000,0 days 01:00:55.270000,0 days 01:01:18.667000,0 days 01:01:53.236000,273.0,292.0,297.0,290.0,True,SOFT,15.0,True,Mercedes,0 days 01:00:25.654000,,1,2.0,False,,False,True,24.4,27.8,996.9,False,37.4,318,3.6,Australian Grand Prix,2018
0 days 01:01:57.918000,HAM,44,0 days 00:01:27.043000,35.0,2.0,,,0 days 00:00:29.252000,0 days 00:00:23.346000,0 days 00:00:34.445000,0 days 01:02:22.488000,0 days 01:02:45.834000,0 days 01:03:20.279000,,295.0,297.0,308.0,True,SOFT,16.0,True,Mercedes,0 days 01:01:53.236000,,1,2.0,False,,False,True,24.5,27.2,997.0,False,37.5,290,4.3,Australian Grand Prix,2018
0 days 01:03:57.922000,HAM,44,0 days 00:01:27.310000,36.0,2.0,,,0 days 00:00:29.081000,0 days 00:00:23.549000,0 days 00:00:34.680000,0 days 01:03:49.360000,0 days 01:04:12.909000,0 days 01:04:47.589000,264.0,295.0,292.0,313.0,False,SOFT,17.0,True,Mercedes,0 days 01:03:20.279000,,1,2.0,False,,False,True,24.5,26.4,997.0,False,37.5,294,3.5,Australian Grand Prix,2018
0 days 01:04:58.174000,HAM,44,0 days 00:01:27.481000,37.0,2.0,,,0 days 00:00:29.132000,0 days 00:00:23.501000,0 days 00:00:34.848000,0 days 01:05:16.721000,0 days 01:05:40.222000,0 days 01:06:15.070000,270.0,295.0,283.0,291.0,False,SOFT,18.0,True,Mercedes,0 days 01:04:47.589000,,1,2.0,False,,False,True,24.5,26.4,996.9,False,37.1,282,4.7,Australian Grand Prix,2018
0 days 01:06:58.031000,HAM,44,0 days 00:01:27.166000,38.0,2.0,,,0 days 00:00:29.230000,0 days 00:00:23.266000,0 days 00:00:34.670000,0 days 01:06:44.300000,0 days 01:07:07.566000,0 days 01:07:42.236000,277.0,296.0,284.0,,False,SOFT,19.0,True,Mercedes,0 days 01:06:15.070000,,1,2.0,False,,False,True,24.2,25.7,997.0,False,36.8,333,6.0,Australian Grand Prix,2018
0 days 01:07:57.980000,HAM,44,0 days 00:01:26.889000,39.0,2.0,,,0 days 00:00:29.040000,0 days 00:00:23.214000,0 days 00:00:34.635000,0 days 01:08:11.276000,0 days 01:08:34.490000,0 days 01:09:09.125000,279.0,298.0,285.0,297.0,True,SOFT,20.0,True,Mercedes,0 days 01:07:42.236000,,1,2.0,False,,False,True,24.0,25.9,997.0,False,36.7,292,5.4,Australian Grand Prix,2018
0 days 01:09:58.189000,HAM,44,0 days 00:01:26.880000,40.0,2.0,,,0 days 00:00:29.126000,0 days 00:00:23.325000,0 days 00:00:34.429000,0 days 01:09:38.251000,0 days 01:10:01.576000,0 days 01:10:36.005000,276.0,297.0,285.0,302.0,True,SOFT,21.0,True,Mercedes,0 days 01:09:09.125000,,1,2.0,False,,False,True,24.2,26.1,997.0,False,36.7,312,6.6,Australian Grand Prix,2018
0 days 01:10:58.242000,HAM,44,0 days 00:01:26.843000,41.0,2.0,,,0 days 00:00:29.153000,0 days 00:00:23.319000,0 days 00:00:34.371000,0 days 01:11:05.158000,0 days 01:11:28.477000,0 days 01:12:02.848000,275.0,298.0,295.0,285.0,True,SOFT,22.0,True,Mercedes,0 days 01:10:36.005000,,1,2.0,False,,False,True,24.0,25.6,997.1,False,36.7,273,3.8,Australian Grand Prix,2018
0 days 01:12:58.356000,HAM,44,0 days 00:01:27.161000,42.0,2.0,,,0 days 00:00:29.046000,0 days 00:00:23.513000,0 days 00:00:34.602000,0 days 01:12:31.894000,0 days 01:12:55.407000,0 days 01:13:30.009000,277.0,297.0,284.0,313.0,False,SOFT,23.0,True,Mercedes,0 days 01:12:02.848000,,1,2.0,False,,False,True,24.0,25.8,997.0,False,36.7,290,4.2,Australian Grand Prix,2018
0 days 01:13:58.133000,HAM,44,0 days 00:01:26.882000,43.0,2.0,,,0 days 00:00:29.100000,0 days 00:00:23.309000,0 days 00:00:34.473000,0 days 01:13:59.109000,0 days 01:14:22.418000,0 days 01:14:56.891000,281.0,298.0,287.0,284.0,False,SOFT,24.0,True,Mercedes,0 days 01:13:30.009000,,1,2.0,False,,False,True,24.0,26.0,997.1,False,36.7,308,4.1,Australian Grand Prix,2018
0 days 01:14:58.072000,HAM,44,0 days 00:01:27.028000,44.0,2.0,,,0 days 00:00:29.108000,0 days 00:00:23.260000,0 days 00:00:34.660000,0 days 01:15:25.999000,0 days 01:15:49.259000,0 days 01:16:23.919000,279.0,297.0,287.0,292.0,False,SOFT,25.0,True,Mercedes,0 days 01:14:56.891000,,1,2.0,False,,False,True,24.1,25.7,997.0,False,36.5,306,5.1,Australian Grand Prix,2018
0 days 01:16:58.176000,HAM,44,0 days 00:01:26.898000,45.0,2.0,,,0 days 00:00:29.021000,0 days 00:00:23.525000,0 days 00:00:34.352000,0 days 01:16:52.940000,0 days 01:17:16.465000,0 days 01:17:50.817000,278.0,298.0,289.0,300.0,False,SOFT,26.0,True,Mercedes,0 days 01:16:23.919000,,1,2.0,False,,False,True,24.0,26.0,997.0,False,36.5,306,4.2,Australian Grand Prix,2018
0 days 01:17:58.620000,HAM,44,0 days 00:01:26.523000,46.0,2.0,,,0 days 00:00:28.951000,0 days 00:00:23.189000,0 days 00:00:34.383000,0 days 01:18:19.768000,0 days 01:18:42.957000,0 days 01:19:17.340000,279.0,303.0,297.0,302.0,True,SOFT,27.0,True,Mercedes,0 days 01:17:50.817000,,1,2.0,False,,False,True,24.0,25.6,997.1,False,36.5,294,5.3,Australian Grand Prix,2018
0 days 01:19:58.495000,HAM,44,0 days 00:01:29.084000,47.0,2.0,,,0 days 00:00:28.968000,0 days 00:00:25.057000,0 days 00:00:35.059000,0 days 01:19:46.308000,0 days 01:20:11.365000,0 days 01:20:46.424000,281.0,296.0,286.0,315.0,False,SOFT,28.0,True,Mercedes,0 days 01:19:17.340000,,1,2.0,False,,False,True,23.9,26.3,997.2,False,35.7,327,3.0,Australian Grand Prix,2018
0 days 01:20:58.199000,HAM,44,0 days 00:01:26.548000,48.0,2.0,,,0 days 00:00:28.930000,0 days 00:00:23.092000,0 days 00:00:34.526000,0 days 01:21:15.354000,0 days 01:21:38.446000,0 days 01:22:12.972000,277.0,299.0,287.0,294.0,False,SOFT,29.0,True,Mercedes,0 days 01:20:46.424000,,1,2.0,False,,False,True,23.8,26.6,997.0,False,35.7,306,4.5,Australian Grand Prix,2018
0 days 01:22:58.185000,HAM,44,0 days 00:01:26.656000,49.0,2.0,,,0 days 00:00:28.760000,0 days 00:00:23.407000,0 days 00:00:34.489000,0 days 01:22:41.732000,0 days 01:23:05.139000,0 days 01:23:39.628000,280.0,297.0,285.0,302.0,False,SOFT,30.0,True,Mercedes,0 days 01:22:12.972000,,1,2.0,False,,False,True,23.5,27.1,997.1,False,34.5,330,4.2,Australian Grand Prix,2018
0 days 01:23:58.200000,HAM,44,0 days 00:01:26.444000,50.0,2.0,,,0 days 00:00:28.863000,0 days 00:00:23.207000,0 days 00:00:34.374000,0 days 01:24:08.491000,0 days 01:24:31.698000,0 days 01:25:06.072000,279.0,299.0,288.0,299.0,True,SOFT,31.0,True,Mercedes,0 days 01:23:39.628000,,1,2.0,False,,False,True,23.4,27.5,997.0,False,34.3,284,5.0,Australian Grand Prix,2018
0 days 01:25:58.227000,HAM,44,0 days 00:01:26.647000,51.0,2.0,,,0 days 00:00:28.817000,0 days 00:00:23.365000,0 days 00:00:34.465000,0 days 01:25:34.889000,0 days 01:25:58.254000,0 days 01:26:32.719000,280.0,298.0,289.0,300.0,False,SOFT,32.0,True,Mercedes,0 days 01:25:06.072000,,1,2.0,False,,False,True,23.3,28.1,997.1,False,34.0,295,3.1,Australian Grand Prix,2018
0 days 01:26:58.242000,HAM,44,0 days 00:01:26.511000,52.0,2.0,,,0 days 00:00:29.004000,0 days 00:00:23.260000,0 days 00:00:34.247000,0 days 01:27:01.723000,0 days 01:27:24.983000,0 days 01:27:59.230000,281.0,298.0,289.0,299.0,False,SOFT,33.0,True,Mercedes,0 days 01:26:32.719000,,1,2.0,False,,False,True,24.2,28.3,997.1,False,33.9,302,3.8,Australian Grand Prix,2018
0 days 01:28:58.272000,HAM,44,0 days 00:01:27.778000,53.0,2.0,,,0 days 00:00:28.896000,0 days 00:00:23.546000,0 days 00:00:35.336000,0 days 01:28:28.126000,0 days 01:28:51.672000,0 days 01:29:27.008000,280.0,301.0,283.0,302.0,False,SOFT,34.0,True,Mercedes,0 days 01:27:59.230000,,1,2.0,False,,False,True,24.1,28.7,997.1,False,33.6,311,3.4,Australian Grand Prix,2018
0 days 01:29:58.284000,HAM,44,0 days 00:01:27.972000,54.0,2.0,,,0 days 00:00:29.245000,0 days 00:00:23.596000,0 days 00:00:35.131000,0 days 01:29:56.253000,0 days 01:30:19.849000,0 days 01:30:54.980000,274.0,295.0,281.0,281.0,False,SOFT,35.0,True,Mercedes,0 days 01:29:27.008000,,1,2.0,False,,False,True,24.1,28.7,997.0,False,33.4,325,4.5,Australian Grand Prix,2018
0 days 01:30:58.298000,HAM,44,0 days 00:01:27.801000,55.0,2.0,,,0 days 00:00:29.287000,0 days 00:00:23.656000,0 days 00:00:34.858000,0 days 01:31:24.267000,0 days 01:31:47.923000,0 days 01:32:22.781000,273.0,294.0,282.0,283.0,False,SOFT,36.0,True,Mercedes,0 days 01:30:54.980000,,1,2.0,False,,False,True,24.2,28.5,997.0,False,33.6,290,4.9,Australian Grand Prix,2018
0 days 01:32:58.324000,HAM,44,0 days 00:01:27.729000,56.0,2.0,,,0 days 00:00:29.140000,0 days 00:00:23.691000,0 days 00:00:34.898000,0 days 01:32:51.921000,0 days 01:33:15.612000,0 days 01:33:50.510000,276.0,295.0,282.0,281.0,False,SOFT,37.0,True,Mercedes,0 days 01:32:22.781000,,1,2.0,False,,False,True,24.2,28.5,997.1,False,33.4,313,5.4,Australian Grand Prix,2018
0 days 01:33:58.336000,HAM,44,0 days 00:01:28.048000,57.0,2.0,,,0 days 00:00:29.328000,0 days 00:00:23.967000,0 days 00:00:34.753000,0 days 01:34:19.838000,0 days 01:34:43.805000,0 days 01:35:18.558000,,294.0,281.0,293.0,False,SOFT,38.0,True,Mercedes,0 days 01:33:50.510000,,1,2.0,False,,False,True,24.1,28.8,997.1,False,33.2,310,4.6,Australian Grand Prix,2018
0 days 01:35:58.522000,HAM,44,0 days 00:01:27.942000,58.0,2.0,,,0 days 00:00:29.157000,0 days 00:00:23.617000,0 days 00:00:35.168000,0 days 01:35:47.715000,0 days 01:36:11.332000,0 days 01:36:46.500000,,295.0,233.0,292.0,False,SOFT,39.0,True,Mercedes,0 days 01:35:18.558000,,1,2.0,False,,False,True,24.2,28.7,997.2,False,33.0,297,3.6,Australian Grand Prix,2018
0 days 00:07:49.476000,HAM,44,0 days 00:01:43.446000,1.0,,,,,0 days 00:00:44.041000,0 days 00:00:24.238000,,0 days 00:08:56.361000,0 days 00:09:20.744000,229.0,236.0,287.0,239.0,False,nan,,True,Mercedes,0 days 00:07:36.924000,,2,10.0,False,,False,False,28.0,46.5,1009.3,False,33.1,276,1.2,Bahrain Grand Prix,2018
0 days 00:09:49.502000,HAM,44,0 days 00:01:49.218000,2.0,1.0,,,0 days 00:00:31.826000,0 days 00:00:42.091000,0 days 00:00:35.301000,0 days 00:09:52.398000,0 days 00:10:34.489000,0 days 00:11:09.790000,240.0,248.0,173.0,310.0,True,SOFT,4.0,False,Mercedes,0 days 00:09:20.572000,,26,9.0,False,,False,False,28.1,45.9,1009.2,False,33.2,9,1.0,Bahrain Grand Prix,2018
0 days 00:11:49.530000,HAM,44,0 days 00:02:08.522000,3.0,1.0,,,0 days 00:00:40.777000,0 days 00:00:53.391000,0 days 00:00:34.354000,0 days 00:11:50.567000,0 days 00:12:43.958000,0 days 00:13:18.312000,182.0,167.0,153.0,166.0,False,SOFT,5.0,False,Mercedes,0 days 00:11:09.790000,,6,9.0,False,,False,False,28.2,45.3,1009.3,False,33.3,162,0.9,Bahrain Grand Prix,2018
0 days 00:13:49.557000,HAM,44,0 days 00:01:53.636000,4.0,1.0,,,0 days 00:00:40.026000,0 days 00:00:49.207000,0 days 00:00:24.403000,0 days 00:13:58.338000,0 days 00:14:47.545000,0 days 00:15:11.948000,191.0,233.0,305.0,147.0,False,SOFT,6.0,False,Mercedes,0 days 00:13:18.312000,,67,9.0,False,,False,False,28.3,45.1,1009.3,False,33.3,2,0.6,Bahrain Grand Prix,2018
