Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Circuit,Year
0 days 01:18:35.583000,HAM,44,0 days 00:01:32.800000,29.0,2.0,,,0 days 00:00:32.947000,0 days 00:00:41.667000,0 days 00:00:18.186000,0 days 01:18:38.020000,0 days 01:19:19.687000,0 days 01:19:37.873000,,303.0,260.0,303.0,False,MEDIUM,8.0,True,Mercedes,0 days 01:18:05.076000,,1,3.0,False,,False,True,21.6,57.8,1009.4,False,29.9,282,4.7,Japanese Grand Prix,2019
0 days 01:20:35.590000,HAM,44,0 days 00:01:32.738000,30.0,2.0,,,0 days 00:00:32.965000,0 days 00:00:41.649000,0 days 00:00:18.124000,0 days 01:20:10.838000,0 days 01:20:52.487000,0 days 01:21:10.611000,273.0,303.0,262.0,302.0,True,MEDIUM,9.0,True,Mercedes,0 days 01:19:37.876000,,1,3.0,False,,False,True,21.8,57.1,1009.4,False,29.7,288,4.1,Japanese Grand Prix,2019
0 days 01:21:35.811000,HAM,44,0 days 00:01:33.025000,31.0,2.0,,,0 days 00:00:32.919000,0 days 00:00:41.898000,0 days 00:00:18.208000,0 days 01:21:43.530000,0 days 01:22:25.428000,0 days 01:22:43.636000,272.0,305.0,261.0,303.0,False,MEDIUM,10.0,True,Mercedes,0 days 01:21:10.614000,,1,2.0,False,,False,True,21.9,57.1,1009.3,False,29.7,298,3.7,Japanese Grand Prix,2019
0 days 01:23:35.589000,HAM,44,0 days 00:01:32.513000,32.0,2.0,,,0 days 00:00:32.779000,0 days 00:00:41.603000,0 days 00:00:18.131000,0 days 01:23:16.415000,0 days 01:23:58.018000,0 days 01:24:16.149000,278.0,305.0,261.0,303.0,True,MEDIUM,11.0,True,Mercedes,0 days 01:22:43.639000,,1,2.0,False,,False,True,21.9,56.4,1009.4,False,29.6,290,5.0,Japanese Grand Prix,2019
0 days 01:24:35.598000,HAM,44,0 days 00:01:33.065000,33.0,2.0,,,0 days 00:00:32.919000,0 days 00:00:41.966000,0 days 00:00:18.180000,0 days 01:24:49.068000,0 days 01:25:31.034000,0 days 01:25:49.214000,273.0,307.0,262.0,305.0,False,MEDIUM,12.0,True,Mercedes,0 days 01:24:16.152000,,1,2.0,False,,False,True,21.7,56.7,1009.4,False,29.5,282,5.1,Japanese Grand Prix,2019
0 days 01:26:35.591000,HAM,44,0 days 00:01:34.503000,34.0,2.0,,,0 days 00:00:33.755000,0 days 00:00:42.245000,0 days 00:00:18.503000,0 days 01:26:22.969000,0 days 01:27:05.214000,0 days 01:27:23.717000,,307.0,266.0,303.0,False,MEDIUM,13.0,True,Mercedes,0 days 01:25:49.217000,,1,2.0,False,,False,True,21.6,56.7,1009.3,False,29.4,295,5.1,Japanese Grand Prix,2019
0 days 01:27:35.590000,HAM,44,0 days 00:01:33.224000,35.0,2.0,,,0 days 00:00:33.197000,0 days 00:00:41.762000,0 days 00:00:18.265000,0 days 01:27:56.914000,0 days 01:28:38.676000,0 days 01:28:56.941000,272.0,305.0,263.0,305.0,False,MEDIUM,14.0,True,Mercedes,0 days 01:27:23.720000,,1,2.0,False,,False,True,21.5,57.3,1009.3,False,29.3,290,5.9,Japanese Grand Prix,2019
0 days 01:29:35.595000,HAM,44,0 days 00:01:32.540000,36.0,2.0,,,0 days 00:00:32.770000,0 days 00:00:41.688000,0 days 00:00:18.082000,0 days 01:29:29.711000,0 days 01:30:11.399000,0 days 01:30:29.481000,277.0,305.0,263.0,306.0,False,MEDIUM,15.0,True,Mercedes,0 days 01:28:56.944000,,1,2.0,False,,False,True,21.7,57.1,1009.4,False,29.4,285,5.3,Japanese Grand Prix,2019
0 days 01:30:35.769000,HAM,44,0 days 00:01:32.551000,37.0,2.0,,,0 days 00:00:32.798000,0 days 00:00:41.770000,0 days 00:00:17.983000,0 days 01:31:02.279000,0 days 01:31:44.049000,0 days 01:32:02.032000,272.0,302.0,262.0,304.0,False,MEDIUM,16.0,True,Mercedes,0 days 01:30:29.484000,,1,1.0,False,,False,True,21.6,56.7,1009.3,False,29.2,281,6.8,Japanese Grand Prix,2019
0 days 01:32:35.665000,HAM,44,0 days 00:01:32.605000,38.0,2.0,,,0 days 00:00:32.787000,0 days 00:00:41.711000,0 days 00:00:18.107000,0 days 01:32:34.819000,0 days 01:33:16.530000,0 days 01:33:34.637000,275.0,302.0,261.0,304.0,False,MEDIUM,17.0,True,Mercedes,0 days 01:32:02.035000,,1,1.0,False,,False,True,21.5,57.5,1009.4,False,29.2,282,6.0,Japanese Grand Prix,2019
0 days 01:33:35.681000,HAM,44,0 days 00:01:32.646000,39.0,2.0,,,0 days 00:00:32.910000,0 days 00:00:41.649000,0 days 00:00:18.087000,0 days 01:34:07.547000,0 days 01:34:49.196000,0 days 01:35:07.283000,,303.0,262.0,303.0,False,MEDIUM,18.0,True,Mercedes,0 days 01:33:34.640000,,1,1.0,False,,False,True,21.4,57.4,1009.4,False,28.9,288,7.9,Japanese Grand Prix,2019
0 days 01:35:35.589000,HAM,44,0 days 00:01:32.841000,40.0,2.0,,,0 days 00:00:32.825000,0 days 00:00:41.859000,0 days 00:00:18.157000,0 days 01:35:40.108000,0 days 01:36:21.967000,0 days 01:36:40.124000,274.0,303.0,262.0,302.0,False,MEDIUM,19.0,True,Mercedes,0 days 01:35:07.286000,,1,1.0,False,,False,True,21.4,57.7,1009.4,False,28.9,289,5.8,Japanese Grand Prix,2019
0 days 01:37:35.588000,HAM,44,0 days 00:01:33.097000,41.0,2.0,,,0 days 00:00:33.042000,0 days 00:00:41.899000,0 days 00:00:18.156000,0 days 01:37:13.166000,0 days 01:37:55.065000,0 days 01:38:13.221000,275.0,304.0,263.0,303.0,False,MEDIUM,20.0,True,Mercedes,0 days 01:36:40.127000,,1,1.0,False,,False,True,21.5,56.9,1009.4,False,28.9,283,6.9,Japanese Grand Prix,2019
0 days 01:38:35.708000,HAM,44,0 days 00:01:35.867000,42.0,2.0,,0 days 01:39:47.755000,0 days 00:00:33.176000,0 days 00:00:42.071000,0 days 00:00:20.620000,0 days 01:38:46.397000,0 days 01:39:28.468000,0 days 01:39:49.088000,,302.0,,303.0,False,MEDIUM,21.0,True,Mercedes,0 days 01:38:13.224000,,1,1.0,False,,False,False,21.4,57.5,1009.5,False,28.8,279,5.0,Japanese Grand Prix,2019
0 days 01:40:35.591000,HAM,44,0 days 00:01:52.303000,43.0,3.0,0 days 01:40:11.351000,,0 days 00:00:53.158000,0 days 00:00:41.378000,0 days 00:00:17.767000,0 days 01:40:42.246000,0 days 01:41:23.624000,0 days 01:41:41.391000,278.0,304.0,265.0,302.0,False,SOFT,9.0,False,Mercedes,0 days 01:39:49.091000,,1,3.0,False,,False,False,21.5,57.6,1009.5,False,28.9,293,5.0,Japanese Grand Prix,2019
0 days 01:42:35.588000,HAM,44,0 days 00:01:31.538000,44.0,3.0,,,0 days 00:00:32.429000,0 days 00:00:41.124000,0 days 00:00:17.985000,0 days 01:42:13.820000,0 days 01:42:54.944000,0 days 01:43:12.929000,274.0,309.0,268.0,308.0,True,SOFT,10.0,False,Mercedes,0 days 01:41:41.394000,,1,3.0,False,,False,True,21.5,56.9,1009.4,False,28.4,282,7.0,Japanese Grand Prix,2019
0 days 01:43:35.675000,HAM,44,0 days 00:01:30.983000,45.0,3.0,,,0 days 00:00:32.080000,0 days 00:00:41.020000,0 days 00:00:17.883000,0 days 01:43:45.009000,0 days 01:44:26.029000,0 days 01:44:43.912000,277.0,304.0,266.0,305.0,True,SOFT,11.0,False,Mercedes,0 days 01:43:12.932000,,1,3.0,False,,False,True,21.3,57.7,1009.5,False,28.4,287,6.9,Japanese Grand Prix,2019
0 days 01:45:35.590000,HAM,44,0 days 00:01:31.635000,46.0,3.0,,,0 days 00:00:32.367000,0 days 00:00:41.341000,0 days 00:00:17.927000,0 days 01:45:16.279000,0 days 01:45:57.620000,0 days 01:46:15.547000,276.0,306.0,263.0,305.0,False,SOFT,12.0,False,Mercedes,0 days 01:44:43.915000,,1,3.0,False,,False,True,21.3,58.1,1009.5,False,28.5,278,6.1,Japanese Grand Prix,2019
0 days 01:46:35.657000,HAM,44,0 days 00:01:32.329000,47.0,3.0,,,0 days 00:00:32.728000,0 days 00:00:41.553000,0 days 00:00:18.048000,0 days 01:46:48.275000,0 days 01:47:29.828000,0 days 01:47:47.876000,278.0,309.0,270.0,310.0,False,SOFT,13.0,False,Mercedes,0 days 01:46:15.550000,,1,3.0,False,,False,True,21.4,58.0,1009.5,False,28.6,282,4.2,Japanese Grand Prix,2019
0 days 01:48:35.605000,HAM,44,0 days 00:01:33.065000,48.0,3.0,,,0 days 00:00:33.329000,0 days 00:00:41.607000,0 days 00:00:18.129000,0 days 01:48:21.205000,0 days 01:49:02.812000,0 days 01:49:20.941000,272.0,310.0,268.0,309.0,False,SOFT,14.0,False,Mercedes,0 days 01:47:47.879000,,1,3.0,False,,False,True,21.6,57.2,1009.6,False,28.5,291,4.0,Japanese Grand Prix,2019
0 days 01:49:35.588000,HAM,44,0 days 00:01:33.510000,49.0,3.0,,,0 days 00:00:32.992000,0 days 00:00:42.206000,0 days 00:00:18.312000,0 days 01:49:53.933000,0 days 01:50:36.139000,0 days 01:50:54.451000,280.0,309.0,267.0,309.0,False,SOFT,15.0,False,Mercedes,0 days 01:49:20.944000,,1,3.0,False,,False,True,21.6,57.4,1009.6,False,28.5,287,4.5,Japanese Grand Prix,2019
0 days 01:51:35.630000,HAM,44,0 days 00:01:34.357000,50.0,3.0,,,0 days 00:00:33.289000,0 days 00:00:42.310000,0 days 00:00:18.758000,0 days 01:51:27.740000,0 days 01:52:10.050000,0 days 01:52:28.808000,277.0,311.0,271.0,311.0,False,SOFT,16.0,False,Mercedes,0 days 01:50:54.454000,,1,3.0,False,,False,True,21.4,57.6,1009.4,False,28.2,293,5.9,Japanese Grand Prix,2019
0 days 01:52:35.647000,HAM,44,0 days 00:01:32.943000,51.0,3.0,,,0 days 00:00:33.094000,0 days 00:00:41.795000,0 days 00:00:18.054000,0 days 01:53:01.902000,0 days 01:53:43.697000,0 days 01:54:01.751000,276.0,309.0,266.0,309.0,False,SOFT,17.0,False,Mercedes,0 days 01:52:28.811000,,1,3.0,False,,False,True,21.4,58.2,1009.5,False,28.2,271,4.8,Japanese Grand Prix,2019
0 days 01:54:35.639000,HAM,44,0 days 00:01:32.481000,52.0,3.0,,,0 days 00:00:32.968000,0 days 00:00:41.409000,0 days 00:00:18.104000,0 days 01:54:34.719000,0 days 01:55:16.128000,0 days 01:55:34.232000,278.0,313.0,271.0,313.0,False,SOFT,18.0,False,Mercedes,0 days 01:54:01.754000,,1,3.0,False,,False,True,21.4,57.2,1009.5,False,27.9,287,6.0,Japanese Grand Prix,2019
0 days 01:55:35.817000,HAM,44,0 days 00:01:32.683000,53.0,3.0,,,0 days 00:00:33.007000,0 days 00:00:41.586000,0 days 00:00:18.090000,0 days 01:56:07.239000,0 days 01:56:48.825000,0 days 01:57:06.915000,275.0,313.0,268.0,311.0,False,SOFT,19.0,False,Mercedes,0 days 01:55:34.235000,,2,3.0,False,,False,True,21.3,57.6,1009.6,False,27.9,287,4.5,Japanese Grand Prix,2019
0 days 00:33:33.827000,HAM,44,0 days 00:01:39.041000,1.0,1.0,,,,0 days 00:00:33.700000,0 days 00:00:32.027000,,0 days 00:34:09.529000,0 days 00:34:40.553000,282.0,284.0,151.0,316.0,False,MEDIUM,4.0,False,Mercedes,0 days 00:33:01.144000,,6,5.0,False,,False,False,22.6,46.8,781.0,False,41.0,93,3.1,Mexican Grand Prix,2019
0 days 00:35:33.201000,HAM,44,0 days 00:01:46.004000,2.0,1.0,,,0 days 00:00:37.047000,0 days 00:00:41.599000,0 days 00:00:27.358000,0 days 00:35:17.407000,0 days 00:35:59.006000,0 days 00:36:26.364000,194.0,218.0,160.0,284.0,True,MEDIUM,5.0,False,Mercedes,0 days 00:34:40.364000,,67,5.0,False,,False,False,22.7,46.6,781.0,False,41.6,122,1.1,Mexican Grand Prix,2019
0 days 00:36:33.745000,HAM,44,0 days 00:01:26.482000,3.0,1.0,,,0 days 00:00:32.916000,0 days 00:00:32.198000,0 days 00:00:21.368000,0 days 00:36:59.280000,0 days 00:37:31.478000,0 days 00:37:52.846000,272.0,291.0,249.0,257.0,True,MEDIUM,6.0,False,Mercedes,0 days 00:36:26.368000,,7,5.0,False,,False,False,22.7,46.6,781.0,False,41.6,122,1.1,Mexican Grand Prix,2019
0 days 00:38:45.881000,HAM,44,0 days 00:01:21.275000,4.0,1.0,,,0 days 00:00:28.300000,0 days 00:00:31.769000,0 days 00:00:21.206000,0 days 00:38:21.146000,0 days 00:38:52.915000,0 days 00:39:14.121000,279.0,284.0,246.0,352.0,True,MEDIUM,7.0,False,Mercedes,0 days 00:37:52.850000,,1,4.0,False,,False,True,23.1,46.5,781.0,False,42.9,124,3.0,Mexican Grand Prix,2019
0 days 00:39:40.565000,HAM,44,0 days 00:01:21.982000,5.0,1.0,,,0 days 00:00:28.804000,0 days 00:00:31.763000,0 days 00:00:21.415000,0 days 00:39:42.925000,0 days 00:40:14.688000,0 days 00:40:36.103000,284.0,284.0,248.0,329.0,False,MEDIUM,8.0,False,Mercedes,0 days 00:39:14.125000,,2,4.0,False,,False,True,23.2,45.4,780.9,False,42.9,78,1.8,Mexican Grand Prix,2019
0 days 00:41:33.202000,HAM,44,0 days 00:01:21.641000,6.0,1.0,,,0 days 00:00:28.771000,0 days 00:00:31.733000,0 days 00:00:21.137000,0 days 00:41:04.874000,0 days 00:41:36.607000,0 days 00:41:57.744000,288.0,282.0,247.0,330.0,False,MEDIUM,9.0,False,Mercedes,0 days 00:40:36.107000,,1,4.0,False,,False,True,23.5,45.2,780.9,False,43.5,41,1.8,Mexican Grand Prix,2019
0 days 00:42:33.286000,HAM,44,0 days 00:01:21.830000,7.0,1.0,,,0 days 00:00:28.686000,0 days 00:00:31.811000,0 days 00:00:21.333000,0 days 00:42:26.430000,0 days 00:42:58.241000,0 days 00:43:19.574000,290.0,282.0,247.0,332.0,False,MEDIUM,10.0,False,Mercedes,0 days 00:41:57.748000,,1,4.0,False,,False,True,23.3,45.9,780.9,False,43.5,113,1.1,Mexican Grand Prix,2019
0 days 00:43:33.406000,HAM,44,0 days 00:01:21.815000,8.0,1.0,,,0 days 00:00:28.750000,0 days 00:00:31.810000,0 days 00:00:21.255000,0 days 00:43:48.324000,0 days 00:44:20.134000,0 days 00:44:41.389000,285.0,282.0,247.0,334.0,False,MEDIUM,11.0,False,Mercedes,0 days 00:43:19.578000,,1,4.0,False,,False,True,23.3,45.2,780.8,False,43.2,54,1.1,Mexican Grand Prix,2019
0 days 00:45:33.199000,HAM,44,0 days 00:01:21.854000,9.0,1.0,,,0 days 00:00:28.680000,0 days 00:00:31.781000,0 days 00:00:21.393000,0 days 00:45:10.069000,0 days 00:45:41.850000,0 days 00:46:03.243000,282.0,282.0,247.0,,False,MEDIUM,12.0,False,Mercedes,0 days 00:44:41.393000,,1,4.0,False,,False,True,23.4,44.7,780.7,False,43.7,204,2.0,Mexican Grand Prix,2019
0 days 00:46:33.352000,HAM,44,0 days 00:01:21.626000,10.0,1.0,,,0 days 00:00:28.424000,0 days 00:00:31.859000,0 days 00:00:21.343000,0 days 00:46:31.667000,0 days 00:47:03.526000,0 days 00:47:24.869000,284.0,290.0,246.0,350.0,False,MEDIUM,13.0,False,Mercedes,0 days 00:46:03.247000,,1,4.0,False,,False,True,23.3,46.0,780.7,False,43.7,163,1.2,Mexican Grand Prix,2019
0 days 00:47:33.204000,HAM,44,0 days 00:01:22.127000,11.0,1.0,,,0 days 00:00:28.984000,0 days 00:00:31.954000,0 days 00:00:21.189000,0 days 00:47:53.853000,0 days 00:48:25.807000,0 days 00:48:46.996000,280.0,282.0,247.0,324.0,False,MEDIUM,14.0,False,Mercedes,0 days 00:47:24.873000,,1,4.0,False,,False,True,23.3,46.3,780.7,False,43.7,109,0.9,Mexican Grand Prix,2019
0 days 00:49:33.906000,HAM,44,0 days 00:01:21.616000,12.0,1.0,,,0 days 00:00:28.727000,0 days 00:00:31.751000,0 days 00:00:21.138000,0 days 00:49:15.723000,0 days 00:49:47.474000,0 days 00:50:08.612000,278.0,281.0,248.0,330.0,False,MEDIUM,15.0,False,Mercedes,0 days 00:48:47,,1,4.0,False,,False,True,23.6,45.0,780.7,False,44.7,91,1.3,Mexican Grand Prix,2019
0 days 00:50:33.221000,HAM,44,0 days 00:01:21.096000,13.0,1.0,,,0 days 00:00:28.503000,0 days 00:00:31.538000,0 days 00:00:21.055000,0 days 00:50:37.115000,0 days 00:51:08.653000,0 days 00:51:29.708000,290.0,282.0,248.0,332.0,True,MEDIUM,16.0,False,Mercedes,0 days 00:50:08.616000,,1,4.0,False,,False,True,23.6,44.9,780.6,False,44.5,94,1.5,Mexican Grand Prix,2019
0 days 00:51:33.606000,HAM,44,0 days 00:01:21.426000,14.0,1.0,,,0 days 00:00:28.609000,0 days 00:00:31.548000,0 days 00:00:21.269000,0 days 00:51:58.317000,0 days 00:52:29.865000,0 days 00:52:51.134000,294.0,283.0,246.0,334.0,False,MEDIUM,17.0,False,Mercedes,0 days 00:51:29.712000,,1,3.0,False,,False,True,23.4,44.7,780.6,False,44.0,95,1.2,Mexican Grand Prix,2019
0 days 00:53:33.201000,HAM,44,0 days 00:01:20.660000,15.0,1.0,,,0 days 00:00:28.245000,0 days 00:00:31.228000,0 days 00:00:21.187000,0 days 00:53:19.379000,0 days 00:53:50.607000,0 days 00:54:11.794000,295.0,284.0,246.0,344.0,True,MEDIUM,18.0,False,Mercedes,0 days 00:52:51.138000,,1,3.0,False,,False,True,22.9,46.1,780.5,False,44.2,15,1.0,Mexican Grand Prix,2019
0 days 00:54:33.199000,HAM,44,0 days 00:01:21.185000,16.0,1.0,,,0 days 00:00:28.629000,0 days 00:00:31.127000,0 days 00:00:21.429000,0 days 00:54:40.423000,0 days 00:55:11.550000,0 days 00:55:32.979000,,284.0,247.0,328.0,False,MEDIUM,19.0,False,Mercedes,0 days 00:54:11.798000,,1,2.0,False,,False,True,23.2,45.7,780.5,False,44.7,52,1.4,Mexican Grand Prix,2019
0 days 00:55:33.430000,HAM,44,0 days 00:01:21.264000,17.0,1.0,,,0 days 00:00:28.678000,0 days 00:00:31.342000,0 days 00:00:21.244000,0 days 00:56:01.657000,0 days 00:56:32.999000,0 days 00:56:54.243000,288.0,283.0,247.0,329.0,False,MEDIUM,20.0,False,Mercedes,0 days 00:55:32.983000,,1,2.0,False,,False,True,23.3,44.8,780.6,False,44.8,331,0.9,Mexican Grand Prix,2019
0 days 00:57:33.451000,HAM,44,0 days 00:01:21.012000,18.0,1.0,,,0 days 00:00:28.604000,0 days 00:00:31.282000,0 days 00:00:21.126000,0 days 00:57:22.847000,0 days 00:57:54.129000,0 days 00:58:15.255000,291.0,284.0,247.0,330.0,False,MEDIUM,21.0,False,Mercedes,0 days 00:56:54.247000,,1,2.0,False,,False,True,23.2,45.4,780.5,False,44.4,0,0.8,Mexican Grand Prix,2019
0 days 00:58:33.448000,HAM,44,0 days 00:01:21.313000,19.0,1.0,,,0 days 00:00:28.589000,0 days 00:00:31.405000,0 days 00:00:21.319000,0 days 00:58:43.844000,0 days 00:59:15.249000,0 days 00:59:36.568000,295.0,283.0,246.0,,False,MEDIUM,22.0,False,Mercedes,0 days 00:58:15.259000,,1,2.0,False,,False,True,23.3,45.3,780.5,False,44.4,83,1.1,Mexican Grand Prix,2019
0 days 01:00:33.288000,HAM,44,0 days 00:01:21.253000,20.0,1.0,,,0 days 00:00:28.620000,0 days 00:00:31.445000,0 days 00:00:21.188000,0 days 01:00:05.188000,0 days 01:00:36.633000,0 days 01:00:57.821000,293.0,282.0,247.0,332.0,False,MEDIUM,23.0,False,Mercedes,0 days 00:59:36.572000,,1,2.0,False,,False,True,23.9,44.6,780.4,False,45.3,82,2.2,Mexican Grand Prix,2019
0 days 01:01:33.762000,HAM,44,0 days 00:01:21.008000,21.0,1.0,,,0 days 00:00:28.634000,0 days 00:00:31.195000,0 days 00:00:21.179000,0 days 01:01:26.455000,0 days 01:01:57.650000,0 days 01:02:18.829000,287.0,283.0,247.0,331.0,False,MEDIUM,24.0,False,Mercedes,0 days 01:00:57.825000,,1,2.0,False,,False,True,23.9,44.8,780.5,False,45.7,95,2.0,Mexican Grand Prix,2019
0 days 01:02:33.375000,HAM,44,0 days 00:01:21.111000,22.0,1.0,,,0 days 00:00:28.605000,0 days 00:00:31.291000,0 days 00:00:21.215000,0 days 01:02:47.434000,0 days 01:03:18.725000,0 days 01:03:39.940000,291.0,284.0,247.0,,False,MEDIUM,25.0,False,Mercedes,0 days 01:02:18.833000,,1,2.0,False,,False,True,23.9,43.9,780.3,False,45.7,57,2.4,Mexican Grand Prix,2019
0 days 01:04:33.492000,HAM,44,0 days 00:01:24.334000,23.0,1.0,,0 days 01:05:01.664000,0 days 00:00:28.392000,0 days 00:00:31.415000,0 days 00:00:24.527000,0 days 01:04:08.332000,0 days 01:04:39.747000,0 days 01:05:04.274000,301.0,285.0,,333.0,False,MEDIUM,26.0,False,Mercedes,0 days 01:03:39.944000,,1,2.0,False,,False,False,23.8,44.1,780.4,False,45.7,79,2.3,Mexican Grand Prix,2019
0 days 01:05:33.200000,HAM,44,0 days 00:01:38.903000,24.0,2.0,0 days 01:05:24.145000,,0 days 00:00:47.193000,0 days 00:00:30.797000,0 days 00:00:20.913000,0 days 01:05:51.467000,0 days 01:06:22.264000,0 days 01:06:43.177000,297.0,285.0,253.0,304.0,False,HARD,1.0,True,Mercedes,0 days 01:05:04.278000,,1,4.0,False,,False,False,23.7,44.9,780.4,False,45.8,94,1.4,Mexican Grand Prix,2019
0 days 01:07:33.834000,HAM,44,0 days 00:01:19.926000,25.0,2.0,,,0 days 00:00:28.401000,0 days 00:00:30.765000,0 days 00:00:20.760000,0 days 01:07:11.578000,0 days 01:07:42.343000,0 days 01:08:03.103000,296.0,283.0,250.0,351.0,True,HARD,2.0,True,Mercedes,0 days 01:06:43.181000,,1,4.0,False,,False,True,23.5,45.1,780.3,False,45.3,68,2.2,Mexican Grand Prix,2019
0 days 01:08:33.202000,HAM,44,0 days 00:01:20.993000,26.0,2.0,,,0 days 00:00:28.643000,0 days 00:00:31.333000,0 days 00:00:21.017000,0 days 01:08:31.746000,0 days 01:09:03.079000,0 days 01:09:24.096000,276.0,283.0,248.0,324.0,False,HARD,3.0,True,Mercedes,0 days 01:08:03.107000,,1,4.0,False,,False,True,23.1,46.0,780.4,False,45.3,13,1.6,Mexican Grand Prix,2019
0 days 01:09:33.355000,HAM,44,0 days 00:01:20.975000,27.0,2.0,,,0 days 00:00:28.761000,0 days 00:00:31.339000,0 days 00:00:20.875000,0 days 01:09:52.857000,0 days 01:10:24.196000,0 days 01:10:45.071000,282.0,283.0,250.0,,False,HARD,4.0,True,Mercedes,0 days 01:09:24.100000,,1,4.0,False,,False,True,23.3,46.1,780.3,False,45.4,19,1.1,Mexican Grand Prix,2019
0 days 01:11:33.397000,HAM,44,0 days 00:01:20.584000,28.0,2.0,,,0 days 00:00:28.657000,0 days 00:00:31.028000,0 days 00:00:20.899000,0 days 01:11:13.728000,0 days 01:11:44.756000,0 days 01:12:05.655000,283.0,283.0,250.0,328.0,False,HARD,5.0,True,Mercedes,0 days 01:10:45.075000,,1,4.0,False,,False,True,23.6,44.2,780.4,False,46.3,51,1.2,Mexican Grand Prix,2019
0 days 01:12:33.201000,HAM,44,0 days 00:01:21.330000,29.0,2.0,,,0 days 00:00:28.589000,0 days 00:00:31.596000,0 days 00:00:21.145000,0 days 01:12:34.244000,0 days 01:13:05.840000,0 days 01:13:26.985000,279.0,282.0,250.0,331.0,False,HARD,6.0,True,Mercedes,0 days 01:12:05.659000,,1,4.0,False,,False,True,23.8,43.6,780.4,False,45.9,56,1.0,Mexican Grand Prix,2019
0 days 01:13:33.234000,HAM,44,0 days 00:01:21.611000,30.0,2.0,,,0 days 00:00:28.671000,0 days 00:00:31.906000,0 days 00:00:21.034000,0 days 01:13:55.656000,0 days 01:14:27.562000,0 days 01:14:48.596000,287.0,287.0,248.0,332.0,False,HARD,7.0,True,Mercedes,0 days 01:13:26.989000,,1,4.0,False,,False,True,23.7,43.9,780.3,False,46.1,0,0.9,Mexican Grand Prix,2019
0 days 01:15:33.304000,HAM,44,0 days 00:01:21.185000,31.0,2.0,,,0 days 00:00:28.747000,0 days 00:00:31.415000,0 days 00:00:21.023000,0 days 01:15:17.343000,0 days 01:15:48.758000,0 days 01:16:09.781000,285.0,282.0,248.0,327.0,False,HARD,8.0,True,Mercedes,0 days 01:14:48.600000,,1,4.0,False,,False,True,24.4,42.9,780.3,False,46.6,315,0.4,Mexican Grand Prix,2019
0 days 01:16:33.375000,HAM,44,0 days 00:01:21.064000,32.0,2.0,,,0 days 00:00:28.668000,0 days 00:00:31.441000,0 days 00:00:20.955000,0 days 01:16:38.449000,0 days 01:17:09.890000,0 days 01:17:30.845000,287.0,282.0,250.0,329.0,False,HARD,9.0,True,Mercedes,0 days 01:16:09.785000,,1,4.0,False,,False,True,24.6,42.1,780.3,False,46.2,72,1.4,Mexican Grand Prix,2019
0 days 01:17:33.313000,HAM,44,0 days 00:01:21.252000,33.0,2.0,,,0 days 00:00:28.653000,0 days 00:00:31.482000,0 days 00:00:21.117000,0 days 01:17:59.498000,0 days 01:18:30.980000,0 days 01:18:52.097000,,283.0,249.0,330.0,False,HARD,10.0,True,Mercedes,0 days 01:17:30.849000,,1,4.0,False,,False,True,24.5,42.1,780.3,False,45.7,281,0.6,Mexican Grand Prix,2019
0 days 01:19:33.200000,HAM,44,0 days 00:01:21.279000,34.0,2.0,,,0 days 00:00:28.652000,0 days 00:00:31.581000,0 days 00:00:21.046000,0 days 01:19:20.749000,0 days 01:19:52.330000,0 days 01:20:13.376000,290.0,281.0,247.0,331.0,False,HARD,11.0,True,Mercedes,0 days 01:18:52.101000,,1,4.0,False,,False,True,24.1,43.5,780.3,False,44.1,123,0.3,Mexican Grand Prix,2019
0 days 01:20:33.239000,HAM,44,0 days 00:01:21.274000,35.0,2.0,,,0 days 00:00:28.766000,0 days 00:00:31.442000,0 days 00:00:21.066000,0 days 01:20:42.142000,0 days 01:21:13.584000,0 days 01:21:34.650000,293.0,280.0,248.0,328.0,False,HARD,12.0,True,Mercedes,0 days 01:20:13.380000,,1,4.0,False,,False,True,24.0,43.6,780.3,False,44.0,53,0.7,Mexican Grand Prix,2019
0 days 01:22:33.525000,HAM,44,0 days 00:01:21.352000,36.0,2.0,,,0 days 00:00:28.829000,0 days 00:00:31.437000,0 days 00:00:21.086000,0 days 01:22:03.479000,0 days 01:22:34.916000,0 days 01:22:56.002000,284.0,282.0,248.0,327.0,False,HARD,13.0,True,Mercedes,0 days 01:21:34.654000,,1,4.0,False,,False,True,23.7,44.5,780.2,False,43.3,118,1.8,Mexican Grand Prix,2019
0 days 01:23:33.536000,HAM,44,0 days 00:01:21.463000,37.0,2.0,,,0 days 00:00:28.843000,0 days 00:00:31.574000,0 days 00:00:21.046000,0 days 01:23:24.845000,0 days 01:23:56.419000,0 days 01:24:17.465000,293.0,282.0,248.0,325.0,False,HARD,14.0,True,Mercedes,0 days 01:22:56.006000,,1,3.0,False,,False,True,23.7,44.4,780.2,False,43.2,110,1.5,Mexican Grand Prix,2019
